Ulasan
Lumayan lah walau ada langu²nya tapi nggak asam kopinya
Packing kurang baik
Rasanya..mantap
Okaaaay
"Alhamdulillah barang sudah sampai dan sesuai deskripsi walau pun telat dari jadwal pengiriman, mudah2n cocok kopinya"
"Ongkir murah kualitas ok
Kualitas produk: Oke"
Ok
Sudah sampai paketnya kak
"Semoga sesuai deskripsi live 60% arabica 40% robusta , knp labelnya namanya di label gak sama dengan tokonya ya ?"
"Menyala bosku, mantab kopinya"
Kopi mantaps dan nikmat...
"Barangnya sdh smp sesuai pic kemasannya,soal rasa blm di coba.
Kalau enak dan sesuai nanti bintangnya ta tambahin.
Pengiriman agak lama"
"Rasanya pahit awalnya, setelah itu ada manis terasa"
Baik
mantap
density hanya 680
"Sesuai pesanan
Bagus"
Mantap grindernya 👍
barang sesuai dan terima kasih
Alhamdulillah barang sdh nyampe tapi penviriman ke Balikpapan sangat2 lambat
Pengiriman ke Balikpapan sangat2 lambat
Memuaskan
"Rasa, aroma, karakter afternya Dapat.
Dari Segi Gilingannya Kurang Halus Untuk Penggunaan Mesin Espresso Rumahan, Saya Temping padat sekuat tenaga masih tidak dapat best... "
Sdh sampai dgn aman dan baik.. 🙏🙏🙏
barang sesuai dan terima kasih
"Katanya bisa dibagi 2
Yg diterima 1 pak 500gr"
Mantul  bos
Kremanya sedikit sekali kalau di moka pot. Atau mungkin perlu otak atik hasil gilingan untuk dapat krema yg maksimal.
"Kemarin Pesan Hari Ini Udah Sampai, Rasanya Enak Wangi, Benar-benar Recommended Lah..."
barang sesuai  dan terima kasih
"minta bubuk halus ,dikirim biji .
lebih teliti"
👍👍👍👍👌👌👌
Kopinya agak ringan padahal 3 sendok teh munjung
"Sudah yang ke tiga kali ini pesan,kopi sesuai dengan pesanan dan kemasanya sangat premium tidak kuatir akan rusak dalam perjalanan,KOPInya sendiri asamnya sangat nendang... "
"Mantab,,,barang sesuai pesanan dan sampai tepat waktu,,,trimakasi🙏🙏🙏"
Mantap kopinya josssss asololeee 👍
Good
Keren brang datang sesuai yg di harapkan
"Sesuai selera, kopi mantaps dan nikmat"
Barang bagus
Manta*****pinya
"Untuk V60 menurut saya harus grindsize fine dan air panas suhu 95° baru ketemu rasa yg lumayan untuk specialty Arabika Gayo nya , terimakasih"
Permentasinya kurang berasa..harusnya mirip rasa tape................
Barang sudah sampai
Mantap dah kopinya
"Pengiriman cepat, kopi aceh gayo, tapi keasaman tajam.. mungkin karena saya terbiasa pesan di lapak lain"
"Mantap, cepat sampainya"
Kasih bintang 4 dl blm dicoba soalnya 🙏
Alhamdulillah barang sudah mendarat dengan baik walaupun pengirimannya telat 2 hari dari estimasi pengiriman. yang penting pada saat dikomplain Langsung direspon. thanks
Aroma nya mantap bget tp rasa nya masi kurang 🙏
"Barang ok sih cuma sayang skrg udh gak dapat bonusnya,sama gratis ongkir jadi berasa bgt mahalnya. Sebagai pelanggan yg sering beli disni sih saya akui kopinya memang ena... "
Bonus koq g ada kakak😀😀😀
"Kofee sdh sampai, dari Baunya Ok. Belum dicoba.semoga sesuai harapan. Terima kasih"
Agak kecewa minta dibuat dalam 2 packed tapi tetep jadi satu packed
mantap barang sesuai
Mantap😊👍
"Rasa biasa aja, kurang wangi setelah diseduh, Zipper di kemasannya ga berfungsi"
Menyukai kopi Aceh
Puassss banget
Lain x sy mta sesuai pesanan di bagi dua ya
Luar biasa
"Sempuuurnaaaaa....
Kopi nya mantapppp.
Begitu nyampe langsung kuseduh"
Kopi robusta nikmat yg bersahabat dgn perutku
"Kopi sudah sampai dan enak, apalagi di buat kopi susu lebih nikmat"
"Kopinya enak, sekali minum auto segar pokonya 👍
Pengirimannya saja yg agak lama nyampenya
Kalau boleh kerja sama pengirimannya pake yg express aja biar gak kelamaan menu... "
Pengiriman cepat.
"Produknya memang bagus sdh beberapa kali pesan,sesuai dengan apa yang di promosikan kemasan oke dan pengiriman kategori cepat juga"
"mantap selalu, kualitas nyata"
Mantap kopinya
Jos kopinya
"Terima kasih kopi saya golden expresso Uda sampai,kopi nikmat,mantap ,👍"
Kopi nya mantap
Kiriman nya cepat
Mantul
Belum coba
"Barang sudah diterima dgn baik..
Dapat bonusnya cuma 1 ya tdk 2?"
barang sesuai pesanan... dan lgsg dicoba... kopinya nyaman..
Thanks bonus nya espreso blend nya
Barang sdh sampe
Pengiriman cepat kopinya jg enak
mantul bos ku
"Asam ya bang,,,"
Pesan untuk yang kedua kali  rasa cocok di lidah dan tidak mengecewakan untuk jamuan tamu.
Kopinya mantab....cocok buat saya...trimakasih
"Enak,bikin nagih tapi mahal diongkir"
Cukup lumayan
"Alhamdulillah pesananya sudah mendarat dengan selamat, cuma tulisan espressonya BLEND aja, saya pesan ESPRESSO BLEND GOLD apakah sama ?"
Ok..diterima dg baio
"Nyampenya yang bubuk, apa gue yang salah link produknya?"
"Barang datang sesuai pesanan dan tepat waktu ,tapi kopi belum saya coba mudahan cocok sesuai selera"
Mantap
Sesuai dengan kebutuhan dan recommended 👍
"Kopinya mantap, dijamin ketagihan"
Mantab
"Baunya kopi banget, fast respons packing rapoh dan aman. Belum sempet dociba midah2han cocok rasanya. Tks seler"
Kopinya mantap
Mantap rasa sesuai harga 👍
"Alhamdulillah pesanan sudah mendarat di Kab. Bandung, terima kasih.
Tapi belum dicoba, kalau dari harumnya sy rasa ga bakalan mengecewakan 👍🙏"
"Sesuai pesanan👍👍👍
Amanah.🙏🙏🙏"
Mantap
"Aroma kopi nendang
Semoga bisa jd langganan"
"Terima Kasih Bonusnya, Barang Sesuai Pesanan. Moga In Syaa Allah Berkah Manfaat 🙏🇮🇩☕"
kalo dari aroma sih oke .. coba nanti kita test
Terimah kasih bonus ny 🙏🙏
"aromanyaa ada yg turun dr sebelumnya..pas order sebelumnya, aromanya wine banget...yg ini agak tipis aroma winenya... tp rasanya mantep dan seger.."
Mantaf
respon penjual cepat barang jadi cepat sampainya
"respon penjual cepat, barang jadi cepat sampainya"
Alhamdulillah pesanan ku dah nyampe..dan langsung di coba dan rasanya mantap banget dan aromanya sangat luar biasa tq toko kopi Gayo👍
