Ulasan
Kurang
"Roastingnya terlalu gosong. Jd pada saa di bikin espresso terasa bau gosongnya.

So far, lumayan lah...
Ada harga ada kualitas...
Thanks."
Pengiriman lama
yg di minta motif gayo Takengon yg datang tanah gayi diatas awan 😡
Kopi nya mantap👍👍👍
Mahal sekali gak sesuai
"bijinya terlalu kecil
 biasa besar"
"Ini arabika knp rasanya sama kaya robusta ? Apa salah masukin ? 
Acidity nya gaberasa"
"Tidak ada kopi yg tidak enak. Semua tergantung preferensi masing2.

Cuman kalau menurut saya ini kopi paling tidak cocok dg saya. Ga enak banget. Menurut saya. Maaf ya se... "
kk saya oesan peaberrt ko dikasihnya ini bagaimana?????????????
Aga susah ngegrind buat espresso
"Sy pesan gayo wine yg datang golden espresso,kecewa sih krn kurang teliti"
"Biasanya semuanya berjalan lancar. Dikasih catatan versi bubuk, dikirim versi biji. Mungkin kedepannya mohon lebih teliti. Terima kasih."
Balerap kurang tebal sehingga ada minus di V6 peyot
"Kurang suka dgn barang ini, belix mahal, TPI ngga ada hasiatya,"
"Sorry bang, baru x ini bad review.karna kualitas x ini ga kaya biasanya. Kopinya tdk sperti wine. Aroma nya ga ada, rasanya juga ga jueci. Mungkin kedepannya QC barangnya... "
"barang yg di kirim super peaberry..,"
Saya tidak ada di rumah Dan paket diletakkan di ember berisi air oleh ekspedisinya
"Ntahlah, trimksh aja, 2x dpt yg bgn, sudah kurang bagus kopinya"
"Terima kasih banyak crema espresso sudah diterima tapi salah kirim 
Yang di order bubuk kopi tapi yang datang biji kopi"
"Pesennya crema espreso, datengnya golden espreso, gmnnih?"
Tidak puas order..1klo barang yg datang..500.gr.
"Kopi bean nya, bau gosong, kayak kopi lama
Kualitas produk: Kecewa"
"Beans besar, aroma cukup, kopi robusta didalam mix espresso ini terasa, ada after taste pahit"
mau beli bubuk keliru biji penjual di chat gak respon
"Di keterangan pengiriman next day yang harusnya sampai di tgl 16, tapi baru di tanggal 18 barang nya sampe Pihak GTL ga ada konfirmasi apa2."
Waktu beli pertma rasanya enak bgt dan asemnya terasa...tp yg ini rasanya kurang...mlh lbh ke pahit...
Waktu beli pertma rasanya enak bgt dan asemnya terasa...tp yg ini rasanya kurang...mlh lbh ke pahit...
Rasa nya biasa aja
Saya pesan bubuk sedang..di kirim butiran kopi gonseng.. kurang fair kali sama konsumen yg udah langganan bbrp kali
Harusnya pakingan pake kotak dikit jd klo kena gunting atau peso gak lgsg sobek kemasannya.
Belon nyampe
Pesan wine yang dikirim crema espresso.....waduh gimana nih
biji kopi kecil2 tidak serupa di hambar
"Ini mah bukan kopi aceh,palsu ini rasa nya aj gak enak"
Kopi a cepat ssmpai sesuai pesanan mantap
"Tak dapat bonus...
Padahal sudah diketik mau Bonus 😁"
Kurang memuaskan kain bajunya tipis
"Saya order Crema Espresso 1kg roasted bean, yang dikirimkan malah Golden Espresso yg setengah kilogram lagi, PARAH BANGET...!!!
Produk-produknya bagus, tapi sayang citran... "
Padahal kopi nya enak.tapi gak menjaga kosumen
Yes
Timbangannya kurang dr 1 kg....
"Pengiriman cepat. Tp rasa asam ciri khas kopi arabika'y kurang, seperti dicampur robusta. Trimakasih🙏"
Anda bilang akan kasih bonus kopi 100 gr saat live..saat diterima Zonk..mending tidak usah kasih janji bonus² ..lebih amanah
Ukuran nya pas tapi tidak sesuai dengan pesan yg di pesan Gayo ngeri
Harga kurang konsisten
Biasa aja kopinya masih kalah nikmat ma yg harga 80 rb@kg
"Secara produk enak,tapi house nya tolong sedikit ramah"
B aja
Bintang 3 dulu......
Harga jauh lebih murah di shoope
Pengiriman 1 minggu / 8 hari.. luar biasa pelayanan expedisinya
"Harga segiji liat roasbeannya kecewa bgt..
Masukan:hasil roastingan,mohon disortir..🙏"
"Tidak di kasih bonusnya, biasanya di kasih bonusnya
Kualitas produk: Baik"
"kopi yg diterima grind nya sangat halus, padahal sudah chat dgn penjual dan sudah tulis jg di catatan minta bubuk agak sedikit kasar, tetapi yg datang bubuk halus. sudah... "
rasa kurang otentik
Saya tidak pesan kopi kok
"Dah sering order, tapi kali ini kok beda yah 😏"
"Kurang bold,terlalu medium"
"aku pesan 2 kilo,kok tdk ada bonusnya"
Kok kayak kopi gosong ya......
Until green kopi gayo wine semakin menu run kwalitas Biji nya
oderan kopi peaberry dikirim kopi yg tidak jelas kopi apanamanya
Rasa kopi dan aroma kopi espresso blend tidak seperti yang saya harapkan. Roasting terlalu hitam kematangan dan aroma kurang enak. Lumayan kecewa
"untuk pesanan yg ini harus nya Golden Espresso yang di pesan, tapi yg dikirim  Espresso Blend..
mohon perhatian nya yah.."
barang expired masih dijual
"Dah chat di live minta sangrai baru, di iyain, krna biasa order dri jawa 1-2 hari umur sangrainya, lah ini yg dtng pas dri kemasan g ad wanginya.. entah stok kapan tau..... "
"Lagi lagi yg datang bubuk sedang, sedangkan yg saya pesan bubuk halus"
Ngak ada bonusnya kok.
"kapok belanja disini pengiriman bisa 1 minggu, padahal deket"
"katanya natural, aromanya asli, ternyata yg tiba rasa wine, alias kopi yg sudah difermentasi. tidak sesuai dengan uraian pada saat live"
"Saran,hasil roasting sebaiknya disortir..agar hasil roasting quakers tidak dibuang.."
Pertama beli 1 kg dapat bonus... Ke 2 kali beli kok malah gak ada bonus nya... Atau mank gak ada lagi bonus nya...
Rasa dan kwalitas menurun
"Lagi mau pesan lagi,sudah di bisukan di live,sudah mulai sombong toko nya,saya mau cek out 500 gram,sya tanya dilive bisa di buat 2 kemasan,langsung di bisukan,jadi gk bi... "
"Padahal udah pesen yang sekilo tapi yaa mau gimana lagi gak ada bonus nya, di live padahal udah pesen pengen apa"
Biasa ga enak malah rasanya ky kopi saset AbC plus 🤮
"Lumayan, mintanya yg kasar utk warkop yg dikirim  kasar rumah tangga"
Kurang cocok rasanya
"Pesanan saya CREMA ESPRESSO DAN ARABIKA NATURAL  MASING² 0,5 KG ( TOTAL 1 KG ) JANJINYA DI BERI BONUS TETAPI SETELAH BARANG DI BUKA BONUSNYA TIDAK ADA,MOHON PERHATIANNYA.... "
"Kok bisa beda dengan yg pertama saya pesan
Tolong lah pertahankan kwalitasnya"
"Asem sekali ,,gk jelas"
"Dibikin kecewa katanya pas di live mau dikasih bonus 2 crema karna pembelian 2 kg tapi cmn dikasih 1 doang
Padahal mau langganan"
Bonus yang dijanjikan saat live untuk checkout hari itu tanpa syarat dan ketentuan serta tanpa embel2 menulis catatan mau bonus ternyata hoax.
Di janjikan ada bonus ternyata g ada.
"Kok gak ada geratisan/bonus nya,, padahal langkah² nya Uda sesuai .."
Bonusny ga dikasih pdhl Order 500gr + 200gr..😤
Katanya  mau  kasih bonus   ternyata zonk
"Maaf, Rasanya B aja. Ga ada istimewanya. Sepertinya salah pilih varian. Diluar expectasi kopi Gayo yg pernah sy nikmati sebelumnya"
"kualitas sesuai harga, roasting 5 bulan lalu. (16 - 06 - 2022)"
Barang sampai ud tumpah2 krn bolong .ngmng nya ada bonus tapi gk ada hahahah padahal ud 2x beli .. kecewa packingan nya
"Hanya asamnya aja yg muncul, wanginya, gak ada."
"rosting nya kayak nya bukan mediun to dark
aroma nya kurang
buat harga segitu oke la"
"kali ini kecewa... 
1. pengiriman nyangkut, padahal sameday
2. beli premium, tetapi yg gold lebih mantap
3. sudah pembelian ke 4"
"Sebaiknya di diskripsi ada pilihan varian biji dan bubuk, jadi orang tidak salah beli."
"isu di pengiriman dan investigasi dari Tokopedia yg prosesnya lama. kopinya, jg kualitasnya ttp OK. 👍"
"pengiriman ok
status stok ok
hanya bukan pemilik
disarankan penikmat kopi membeli kepada pemilik"
Barang belum sampai
"Roast date lama, kualitas sesuai harga. 
Aaaaaaaaiiiiiiuuuueeeeooooo"
roasted date maret..??? 5 bulan kemana aja disimpen kopi...
"saya kira bubuk ternyata biji ya, saya kurang teliti"
dibedain dong pilihan bubuk atau bijinya. jangan keterangannya ambigu. lagian udah request by dm juga tetep dapetnya biji
kopiny LBH byk ke Asem...dripada wangi
namanya aja goyang robusta tapi rasanya buat lidah kesetrum asemnya minta ampun
"kopinya asem, tidak ada kenikmatasn rasa kopinya cuma wangi aja tapi rasa bukan spertui kopi"
"kualitas rasa tidak enak, asem dan tidak ada rasa kenikmatan kopi"
"rasa kopi yang tidak jelas, baunya menyengat tidak wangi."
"saat pengajuan perubahan metode pembayaran
ran ditolak..alasan sudah dikirim, padahal pemesanan dan pengajuan perubahan metode pembayaran hanya 1 menit.."
"brg stok cuci gudang,order biji,bubuk yg dtg👎"
Pada saat membuka kemasan pengiriman (packing kotak) bungkusan kopi ternyata diserang oleh banyak semut merah dan ternyata bungkusan kopi terdapat lubang kecil seperti be... 
Kecil kecil Coffe bean
"Klo gak salah, sy klik utk pilihan pembelian berupa bubuk halus, tapi kok yg datang berupa biji ya, apa sy salah klik? Tapi no problem sy coba Carikan/belikan penggiling... "
"packingnya rapi sayangnya kemasan kopinya sudah berdebu
padahal kalau dibersihkan dulu sebelum dipacking pasti lebih bagus
di kemasan juga tidak ada tanggal roasting nya,... "
"subhanallah lama sekali 
ampunnnnn"
Foto lapak tidak sesuai dengan kemasan yg diterima. komposisi berbeda. kata seller dijamin asli. proses cepat.
khusus untuk kopi Arabika ternyata di kemasan campuran Arabika dan robusta. gambar kemasan tidak sama dengan yang dipajang Tokopedia
"Keterangan Arabica dan Robusta.
Gambar kemasan tidak sama dengan yang dipajang Tokopedia"
"Perbaikin sistem order yg memudahkan customer , paling engga baca noted customer dan ngingetin customer kalo memang gabisa request , jangan langsung dikirim 
Gak ush buat... "
Baru kali ini produk tidak sesuai pesanan (harusnya Biji) mungkin kurangnya koordinasi dengan Toko Cabang.
"aku minta giring halus ,
terkirim biji belum giling"
lumayan
lunayan
Maaf sy ksh bintang apa adanya aja..Apa yg di inginkan konsumen tdk di dengar hny krn ingin sgra cpat terjual..pdhl sblm pesan sdh fix di dlm chatingan..akhir nya sy cr k... 
"Biji tidak rata, banyak crack, rasa lebih ke nutty, rasa berry yang biasa ada di arabika gayo wine tidak muncul. Ada harga ada kualitas dan rasa.
Semoga menjadi perhatian... "
"Rasa mild saja, tp harum Hitam ny suka.. 3 stars saja"
sayang bgt roasting date na udah sebulan lebih...
"pesan yang bubuk, dikirim biji , hadejh"
Sorry not fan of this kind of flavour
"roasting date 'nya bisa tlg di cantumkan, dan roasting beans nya krg merata dan bisa ditingkatkan kualitasnya gan... "
"roasting date 'nya bisa tlg di cantumkan, dan roasting beans nya krg merata dan bisa ditingkatkan kualitasnya gan... "
oke lah.. lama diperjalanan 😁
"kopinya bagus., tapi becampur dg beras. agar toko lebih memperhatikan kebersihan kopi..trm ksh"
Setelah minum kopi ini penyakit asam uratku kambuh.
Seller tidak dapat dipercaya...saya pesan kopi Gayo wine spesial...dikirim yang biasa.
Aroma & rasa wineynya kurang nendang. Produk standar lah.
Gak sama waktu beli yg pertama....pesan nya arabika
"Penjual tidak recommended, pesan yg special dkirim yg biasa.."
"Barang uda saya terima , tetapi ada 1 bus yg busak kemasannya , sehingga jadi merusak kemasan yg lainnya , kondisi paking juga ambu radul . Baru kali ini saya beli di tok... "
Peaking rusak slow respons 
"Makasih gan, rasanya okelah"
"GB banyak defect kualitas biji seperti kurang di sortir dengan baik, kelembaban masih tinggi. nilai produk 1-10 : 6 "
Longgreen masih ok walaupun tidak semuanya.Defect masih ditoleransi. Paket kiriman sangat lama terlambat padahal dari tanggal sama daerah sama saya pesan lebih cepat samp... 
"Rasa kopi tidak sesuai dengan yg di harapkan. Tidak enak. aroma kurang nendang. tidak seperti kopi gayo yg authentic.
dan isinya sedikit."
