Ulasan
"Ada rasa asem2nya gitu.. Gak pahit kopinya.. 
Mungkin aku yg salah pilih.."
"Rasa:mantapKeaslian:bijiPengalaman:uda yg ke 5 kaliKalau tahu cara pembuatannya. 
Dan penambahan susu. 
Ini kopi mantap betul"
Kualitas:lumayanRasa:lumayanKadaluarsa:panjang juga tanggal nyaTerimakasih buat kopinya boss kuu
Enak kopinya mantab dan wangi
Enak kopinya mantab dan wangi
Desain:orderan saya kok bisa berubah ya?
Enak kopinya mantab dan wangi
Enak sih
Enak kopinya mantab dan wangi
"Rasa:kurang strongKualitas:okk lahJadi Kesimpulannya salah pilih kopi
Sekedar pengingat hati² milih kopi
Tanya dlu sebelum membeli

Aq lebih doyan kopi pahit dan hitam pekat kayak golden epresso atau goyang rabusta"
Enak kopinya mantab dan wangi
"Rasa:sperti yg inginkanKualitas:Super premiumMantab bosku aroma kopi gayonya , ini mah sanger Joss ... Terima kasih sudah mendarat dengan cepat di Indrapura Medan Sumatera Utara trima kasih seller kurir n shopee 👍"
Enak kopinya mantab dan wangi
Salah kirim bos
Enak kopinya mantab dan wangi
"Rasa:baik,cepat masuk angin kopi yaKualitas:baik"
Lumayan
Enak kopinya mantab dan wangi
Kualitas:mantapKeren
"Rasa:Nikmat betulKualitas:Bubuk kopi terlalu kasar,,"
Pesan nya sweet honey..yg sampai natural🤦🏻🤦🏻🤦🏻🤦🏻..kedepan nya lebih teliti lagi..👌🏻👌🏻👍🏻
"Tidak sesuay harapan,kopinya kasar"
Rasa:pengiriman klaan
Aroma:wangiBentuk/Tekstur:bagusHarga:bagusBaru kali ini dapat kemasannya reject. Kopinya berhamburan di dalam kotak🤦‍♂️. Semoga lebih teliti lagi dalam pengecekan kemasan
Enak kopinya mantab dan wangi
"Aroma:kurang sedapBentuk/Tekstur:bubuk halusHarga:lumayanKemasan berbeda jauh dengan yang di gambar, bukti penerimaannya juga gak sesuai dengan alamat tujuan, mudah""an saya salah mengira orang/kurir yg mengantarnya"
barang sudah sampai dengan baik dari sisi kemasan sih ok cuma dari segi rasa biasa aja
Enak kopinya mantab dan wangi
Enak kopinya mantab dan wangi
"Biasa kurang nendang, gilingnya kurang halus"
Rasanya biasa
"Barang sesuai.
Pengiriman cepat"
buat yg lagi mau coba minum kopi
Enak kopinya mantab dan wangi
"belum coba, baru aja sampai
semoga bener2 enak"
Kualitas produk standar
Enak kopinya mantab dan wangi
