Ulasan
Klau bisa di kemasan nya jga d buat Gram nya.jdi konsumen tau ap bila salah ukuran Gram nya pas smpai kopi nya
Saya malah beli yg biji😖
Enak kopinya mantab dan wangi
Enak kopinya mantab dan wangi
Aroma:wangi asli kopi roastedBentuk/Tekstur:bubukHarga:sangat terjangkau... utk penikmat kopiHarga murah kualitas atas
Enak kopinya mantab dan wangi
Harga:murmerKualitas:mall
Enak kopinya mantab dan wangi
Aroma:bagus khas GayoBentuk/Tekstur:bijiHarga:sesuai
Enak kopinya mantab dan wangi
Aroma:mantapBentuk/Tekstur:mantapHarga:mantap
Aroma:mantapBentuk/Tekstur:mantapHarga:mantap
"Aroma:kurangBentuk/Tekstur:standartHarga:standartAromanya biasa saja blon bisa  nutupin aroma susu cair 😂 ada rekomen rasa kopi yang lbh mantap, seller?"
Enak kopinya mantab dan wangi
Enak kopinya mantab dan wangi
Aroma:sedapBentuk/Tekstur:bubukHarga:murah lahgBlm cb sich tp aroma ny sedap
Harga:ssuailh dg hargany
Aroma:sedap
Aroma:sedap mantapHarga:normal sesuaiTerima kasih sdh ditrrima
Enak kopinya mantab dan wangi
Harga:sesuaiBentuk/Tekstur:bubukAroma:sedap mantap
Aroma:mantap
"Aroma:lumayanBentuk/Tekstur:bubukHarga:standardBarang sudah mendarat. Sesuai pesanan, respon penjual ok, packing lumayan, dari aceh ke jawa barat, saya pikir segitu sangat cepat sekali. Semoga cita rasanya bisa di andalkan. 👍👍"
Enak kopinya mantab dan wangi
"Harga:standardBentuk/Tekstur:belum di bukaAroma:lumayanBarang sudah mendarat. Sesuai pesanan, respon penjual ok, packing lumayan, dari aceh ke jawa barat, saya pikir segitu sangat cepat sekali. Semoga cita rasanya bisa di andalkan"
Aroma:Aroma nya mantapBentuk/Tekstur:Mntap skliHarga:TerjangkauMksh shopee barang nya ok pengiriman nya lumayan cpt lah
Enak kopinya mantab dan wangi
"Aroma:wangiHarga:terjangkauPengirimannya relatif lama utk jarak Aceh-Medan, sampe 4 hari. Sama kyk jakarta medan"
Enak kopinya mantab dan wangi
Barang sudah sampe dgn aman packing rapih dan kuat...belon coba sich mudah2 makyus nich...
Aroma:harum
Bentuk/Tekstur:halusAroma:harum
Enak kopinya mantab dan wangi
Aroma:harumBentuk/Tekstur:kasarHarga:i dont'knowI dont'know
"Aroma:wangi kopiBentuk/Tekstur:kopi bubukHarga:nayamulMantap kopi gayo aceh, hitap kental kentul 😂"
"Harga:nayamulBentuk/Tekstur:kopi bubukAroma:wangiMantap kopi gayo aceh, cuma agk beda dari yg lain. Sedikit asem 😂"
"Harga:nayamulBentuk/Tekstur:kopi bubukAroma:wangi kopiMantap kopi gayo aceh, cuma agk beda dari yg lain. Sedikit asem 😂"
Enak kopinya mantab dan wangi
"Harga:nayamulBentuk/Tekstur:kopi bubukAroma:wangi kopiMantap kopi gayo aceh, hitap kental kentul 😂"
Aroma:goodBentuk/Tekstur:GoodHarga:murahKualitas rasa standar
"Terima kasih seller,kenapa kemasannya beda ya???
Mudah mudahan kopinya enak biar bisa langganan disini."
blm dcoba... msh puasa 🤣🤣🤣
Enak kopinya mantab dan wangi
Kopi gayo terenak di aceh walaupun tinggal ga di aceh ttp kangen sama kopi gayo ..  Keren
Aroma:wangiBentuk/Tekstur:lembutHarga:semoga ada promo heheBarang sesuai pesanan........ Semoga ada promo biar tambah laris manis.........makasiiiiiii
Harga:perlu ada promoBentuk/Tekstur:lembutAroma:wangiBarang sesuai pesanan........ Semoga ada promo biar tambah laris manis.........makasiiiiiii
Enak kopinya mantab dan wangi
Aroma:wine sekaliBentuk/Tekstur:halusHarga:aman di kantong 👌The best pokok nya 👍
"Aroma:aroma semerbak, sukaa bangetBentuk/Tekstur:halusHarga:merakyatPengemasan rapi,aroma dan rasa terbaik 👍"
Enak kopinya mantab dan wangi
kemasannya tanpa zipper min
Enak kopinya mantab dan wangi
Enak kopinya mantab dan wangi
"Mantap, kalo kemasannya lebih di perhatiin lebih mantap"
Enak kopinya mantab dan wangi
Hahahhababfkfklfotjfnfjdkdkfjfbdllr rkrn. Rurjrhgdudoke
Belum nyoba tapi mudah mudahan cocok sama lidah ku semoga cocok aminnanja
Jajajahhdlfkrhdne rjjrgrhskuwnebdhd rhheiejjdjajajaoka
Enak kopinya mantab dan wangi
"Mantap, cuma kurang halus dikit gilingnya"
Enak kopinya mantab dan wangi
Sippp
"soal rasanya lumayan enak katanya yg bubuk, karna orangnya jauh jdi ga bsa cobain bareng wkwkwk"
wangi dan campur dengan robusta agar tidak terlalu asam
"belum dicoba, semoga cocok rasanya"
"belum dicoba, packing standard dan harga terjangkau"
Enak kopinya mantab dan wangi
idaman
harus cek dan coba
Ikiikkkmnnnbbbvvfffffdddccvvbbbnnjhhgffffffgggggggh
Bnjjjjjkkkmnbbvggggghhhjjjjiiknnbhhhjjjnnjjjjjjjjjj
"Packing rapi dan aman. Masi belum dicoba. Review menyusul. Sayangnya, packing tidak ada keterangan roast date dan nett berat (sekedar masukan utk seller."
"Packing rapi dan aman. Masi belum dicoba. Review menyusul. Sayangnya, packing tidak ada keterangan roast date dan nett berat (sekedar masukan utk seller."
Enak kopinya mantab dan wangi
Fast respon...pengirimn cepat
Enak kopinya mantab dan wangi
Alhamdulillah
sesuai harga nya. cepat prosesnya cepat sampainya.. mantappp
Enak kopinya mantab dan wangi
Enak kopinya mantab dan wangi
Minta bubuk di kaaaaaaaaaaaaaaaaaaaaaaaaaaasihnya biji
Enak kopinya mantab dan wangi
Enak kopinya mantab dan wangi
"Sampai dengan baik...
Tp gak di kasih bonus...padahal dah jadi pelanggan tetap."
Enak kopinya mantab dan wangi
Kualitas produk baik.
Enak kopinya mantab dan wangi
Kualitas produk baik. Kecepatan pengiriman baik. Respon penjual baik.
Kualitas produk baik Harga produk baik Kecepatan pengiriman baik Respon penjual baik
Kualitas produk baik Kecepatan pengiriman baik Respon penjual baik
Mantap
Kualitas produk baik Kecepatan pengiriman baik Respon penjual baik
Enak kopinya mantab dan wangi
